route,from_a,to_b,change,totaltime,route_min,full_route,stop1,stop2,stop3,stop4,stop5,count,geom,interval_t
Lastovce - Gönc,Lastovce,Gönc,5,12:46:00,766,"{Lastovce,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Gönc}",Michalany,Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,1,NULL,over 180 min
Kosice (Kassa) - Miskolc-Tiszai,Kosice,Miskolc-Tiszai,NULL,01:17:00,77,"{Kosice,Miskolc-Tiszai}",NULL,NULL,NULL,NULL,NULL,1,NULL,from 61 to 120 min
Mala Lodina - Gönc,Mala Lodina,Gönc,4,12:17:00,737,"{""Mala Lodina"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Gönc}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Michalany (Alsómihályi) - Gönc,Michalany,Gönc,4,12:37:00,757,"{Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Gönc}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Nizna Mysla - Gönc,Nizna Mysla,Gönc,4,12:01:00,721,"{""Nizna Mysla"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Gönc}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Obisovce - Gönc,Obisovce,Gönc,4,12:32:00,752,"{Obisovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Gönc}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Ruskov - Gönc,Ruskov,Gönc,4,12:11:00,731,"{Ruskov,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Gönc}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Slanec - Gönc,Slanec,Gönc,4,12:17:00,737,"{Slanec,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Gönc}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Slovenske Nove Mesto (Kisújhely) - Gönc,Slovenske Nove Mesto,Gönc,4,12:49:00,769,"{""Slovenske Nove Mesto"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Gönc}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Somotor - Gönc,Somotor,Gönc,4,13:04:00,784,"{Somotor,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Gönc}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Stanca - Gönc,Stanca,Gönc,5,12:59:00,779,"{Stanca,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Gönc}",Michalany,Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,1,NULL,over 180 min
Streda Nad Bodrogom (Bodrogszerdahely) - Gönc,Streda Nad Bodrogom,Gönc,4,12:58:00,778,"{""Streda Nad Bodrogom"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Gönc}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Trebejov - Gönc,Trebejov,Gönc,4,12:05:00,725,"{Trebejov,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Gönc}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Trebisov - Gönc,Trebisov,Gönc,5,13:16:00,796,"{Trebisov,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Gönc}",Michalany,Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,1,NULL,over 180 min
Velaty - Gönc,Velaty,Gönc,5,12:51:00,771,"{Velaty,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Gönc}",Michalany,Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,1,NULL,over 180 min
Velka Lodina - Gönc,Velka Lodina,Gönc,4,12:14:00,734,"{""Velka Lodina"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Gönc}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Vysna Mysla - Gönc,Vysna Mysla,Gönc,4,12:04:00,724,"{""Vysna Mysla"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Gönc}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Bohdanovce - Göncruszka,Bohdanovce,Göncruszka,4,12:01:00,721,"{Bohdanovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Göncruszka}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Celovce (Cselej) - Göncruszka,Celovce,Göncruszka,4,13:09:00,789,"{Celovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Göncruszka}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Cerhov - Göncruszka,Cerhov,Göncruszka,4,12:38:00,758,"{Cerhov,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Göncruszka}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Kalsa - Göncruszka,Kalsa,Göncruszka,4,12:16:00,736,"{Kalsa,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Göncruszka}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Kosice (Kassa) - Göncruszka,Kosice,Göncruszka,3,11:28:00,688,"{Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Göncruszka}",Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,NULL,1,NULL,over 180 min
Kostolany Nad Hornadom - Göncruszka,Kostolany Nad Hornadom,Göncruszka,4,11:54:00,714,"{""Kostolany Nad Hornadom"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Göncruszka}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Kuzmice - Göncruszka,Kuzmice,Göncruszka,4,12:22:00,742,"{Kuzmice,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Göncruszka}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Obisovce - Miskolc-Tiszai,Obisovce,Miskolc-Tiszai,1,02:00:00,120,"{Obisovce,Kosice,Kosice,Miskolc-Tiszai}",Kosice,NULL,NULL,NULL,NULL,1,NULL,from 61 to 120 min
Kysak (Sároskõszeg) - Göncruszka,Kysak,Göncruszka,3,11:52:00,712,"{Kysak,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Göncruszka}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Lastovce - Göncruszka,Lastovce,Göncruszka,5,12:40:00,760,"{Lastovce,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Göncruszka}",Michalany,Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,1,NULL,over 180 min
Mala Lodina - Göncruszka,Mala Lodina,Göncruszka,4,12:11:00,731,"{""Mala Lodina"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Göncruszka}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Michalany (Alsómihályi) - Göncruszka,Michalany,Göncruszka,4,12:31:00,751,"{Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Göncruszka}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Nizna Mysla - Göncruszka,Nizna Mysla,Göncruszka,4,11:55:00,715,"{""Nizna Mysla"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Göncruszka}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Obisovce - Göncruszka,Obisovce,Göncruszka,4,12:26:00,746,"{Obisovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Göncruszka}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Ruskov - Göncruszka,Ruskov,Göncruszka,4,12:05:00,725,"{Ruskov,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Göncruszka}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Slanec - Göncruszka,Slanec,Göncruszka,4,12:11:00,731,"{Slanec,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Göncruszka}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Slovenske Nove Mesto (Kisújhely) - Göncruszka,Slovenske Nove Mesto,Göncruszka,4,12:43:00,763,"{""Slovenske Nove Mesto"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Göncruszka}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Somotor - Göncruszka,Somotor,Göncruszka,4,12:58:00,778,"{Somotor,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Göncruszka}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Obisovce - Tarcal,Obisovce,Tarcal,2,03:09:00,189,"{Obisovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Tarcal}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,over 180 min
Velaty - Abaújkér,Velaty,Abaújkér,5,12:22:00,742,"{Velaty,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Abaújkér}",Michalany,Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,1,NULL,over 180 min
Velka Lodina - Abaújkér,Velka Lodina,Abaújkér,4,11:45:00,705,"{""Velka Lodina"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Abaújkér}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Somotor - Abaújkér,Somotor,Abaújkér,4,12:35:00,755,"{Somotor,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Abaújkér}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Stanca - Göncruszka,Stanca,Göncruszka,5,12:53:00,773,"{Stanca,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Göncruszka}",Michalany,Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,1,NULL,over 180 min
Streda Nad Bodrogom (Bodrogszerdahely) - Göncruszka,Streda Nad Bodrogom,Göncruszka,4,12:52:00,772,"{""Streda Nad Bodrogom"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Göncruszka}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Trebejov - Göncruszka,Trebejov,Göncruszka,4,11:59:00,719,"{Trebejov,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Göncruszka}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Trebisov - Göncruszka,Trebisov,Göncruszka,5,13:10:00,790,"{Trebisov,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Göncruszka}",Michalany,Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,1,NULL,over 180 min
Velaty - Göncruszka,Velaty,Göncruszka,5,12:45:00,765,"{Velaty,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Göncruszka}",Michalany,Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,1,NULL,over 180 min
Velka Lodina - Göncruszka,Velka Lodina,Göncruszka,4,12:08:00,728,"{""Velka Lodina"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Göncruszka}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Vysna Mysla - Göncruszka,Vysna Mysla,Göncruszka,4,11:58:00,718,"{""Vysna Mysla"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Göncruszka}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Kosice (Kassa) - Rakamaz,Kosice,Rakamaz,1,02:12:00,132,"{Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Rakamaz}",Miskolc-Tiszai,NULL,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Bohdanovce - Hejce-Vilmány,Bohdanovce,Hejce-Vilmány,4,11:55:00,715,"{Bohdanovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Hejce-Vilmány}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,2,NULL,over 180 min
Celovce (Cselej) - Hejce-Vilmány,Celovce,Hejce-Vilmány,4,13:03:00,783,"{Celovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Hejce-Vilmány}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,2,NULL,over 180 min
Cerhov - Hejce-Vilmány,Cerhov,Hejce-Vilmány,4,12:32:00,752,"{Cerhov,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Hejce-Vilmány}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,2,NULL,over 180 min
Kalsa - Hejce-Vilmány,Kalsa,Hejce-Vilmány,4,12:10:00,730,"{Kalsa,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Hejce-Vilmány}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,2,NULL,over 180 min
Kosice (Kassa) - Hejce-Vilmány,Kosice,Hejce-Vilmány,3,11:22:00,682,"{Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Hejce-Vilmány}",Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,NULL,2,NULL,over 180 min
Kostolany Nad Hornadom - Hejce-Vilmány,Kostolany Nad Hornadom,Hejce-Vilmány,4,11:48:00,708,"{""Kostolany Nad Hornadom"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Hejce-Vilmány}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,2,NULL,over 180 min
Kuzmice - Hejce-Vilmány,Kuzmice,Hejce-Vilmány,4,12:16:00,736,"{Kuzmice,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Hejce-Vilmány}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,2,NULL,over 180 min
Kysak (Sároskõszeg) - Hejce-Vilmány,Kysak,Hejce-Vilmány,3,11:46:00,706,"{Kysak,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Hejce-Vilmány}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,2,NULL,over 180 min
Lastovce - Hejce-Vilmány,Lastovce,Hejce-Vilmány,5,12:34:00,754,"{Lastovce,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Hejce-Vilmány}",Michalany,Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,2,NULL,over 180 min
Mala Lodina - Hejce-Vilmány,Mala Lodina,Hejce-Vilmány,4,12:05:00,725,"{""Mala Lodina"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Hejce-Vilmány}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,2,NULL,over 180 min
Michalany (Alsómihályi) - Hejce-Vilmány,Michalany,Hejce-Vilmány,4,12:25:00,745,"{Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Hejce-Vilmány}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,2,NULL,over 180 min
Nizna Mysla - Hejce-Vilmány,Nizna Mysla,Hejce-Vilmány,4,11:49:00,709,"{""Nizna Mysla"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Hejce-Vilmány}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,2,NULL,over 180 min
Obisovce - Hejce-Vilmány,Obisovce,Hejce-Vilmány,4,12:20:00,740,"{Obisovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Hejce-Vilmány}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,2,NULL,over 180 min
Ruskov - Hejce-Vilmány,Ruskov,Hejce-Vilmány,4,11:59:00,719,"{Ruskov,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Hejce-Vilmány}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,2,NULL,over 180 min
Slanec - Hejce-Vilmány,Slanec,Hejce-Vilmány,4,12:05:00,725,"{Slanec,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Hejce-Vilmány}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,2,NULL,over 180 min
Celovce (Cselej) - Tarcal,Celovce,Tarcal,2,03:22:00,202,"{Celovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Tarcal}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,over 180 min
Slovenske Nove Mesto (Kisújhely) - Hejce-Vilmány,Slovenske Nove Mesto,Hejce-Vilmány,4,12:37:00,757,"{""Slovenske Nove Mesto"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Hejce-Vilmány}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,2,NULL,over 180 min
Somotor - Hejce-Vilmány,Somotor,Hejce-Vilmány,4,12:52:00,772,"{Somotor,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Hejce-Vilmány}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,2,NULL,over 180 min
Stanca - Hejce-Vilmány,Stanca,Hejce-Vilmány,5,12:47:00,767,"{Stanca,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Hejce-Vilmány}",Michalany,Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,2,NULL,over 180 min
Streda Nad Bodrogom (Bodrogszerdahely) - Hejce-Vilmány,Streda Nad Bodrogom,Hejce-Vilmány,4,12:46:00,766,"{""Streda Nad Bodrogom"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Hejce-Vilmány}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,2,NULL,over 180 min
Trebejov - Hejce-Vilmány,Trebejov,Hejce-Vilmány,4,11:53:00,713,"{Trebejov,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Hejce-Vilmány}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,2,NULL,over 180 min
Trebisov - Hejce-Vilmány,Trebisov,Hejce-Vilmány,5,13:04:00,784,"{Trebisov,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Hejce-Vilmány}",Michalany,Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,2,NULL,over 180 min
Velaty - Hejce-Vilmány,Velaty,Hejce-Vilmány,5,12:39:00,759,"{Velaty,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Hejce-Vilmány}",Michalany,Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,2,NULL,over 180 min
Velka Lodina - Hejce-Vilmány,Velka Lodina,Hejce-Vilmány,4,12:02:00,722,"{""Velka Lodina"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Hejce-Vilmány}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,2,NULL,over 180 min
Vysna Mysla - Hejce-Vilmány,Vysna Mysla,Hejce-Vilmány,4,11:52:00,712,"{""Vysna Mysla"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Hejce-Vilmány}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,2,NULL,over 180 min
Bohdanovce - Korlát-Vizsoly,Bohdanovce,Korlát-Vizsoly,4,11:46:00,706,"{Bohdanovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Korlát-Vizsoly}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,2,NULL,over 180 min
Celovce (Cselej) - Korlát-Vizsoly,Celovce,Korlát-Vizsoly,4,12:54:00,774,"{Celovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Korlát-Vizsoly}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,2,NULL,over 180 min
Cerhov - Korlát-Vizsoly,Cerhov,Korlát-Vizsoly,4,12:23:00,743,"{Cerhov,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Korlát-Vizsoly}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,2,NULL,over 180 min
Kalsa - Korlát-Vizsoly,Kalsa,Korlát-Vizsoly,4,12:01:00,721,"{Kalsa,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Korlát-Vizsoly}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,2,NULL,over 180 min
Kosice (Kassa) - Korlát-Vizsoly,Kosice,Korlát-Vizsoly,3,11:13:00,673,"{Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Korlát-Vizsoly}",Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,NULL,2,NULL,over 180 min
Kostolany Nad Hornadom - Korlát-Vizsoly,Kostolany Nad Hornadom,Korlát-Vizsoly,4,11:39:00,699,"{""Kostolany Nad Hornadom"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Korlát-Vizsoly}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,2,NULL,over 180 min
Kuzmice - Korlát-Vizsoly,Kuzmice,Korlát-Vizsoly,4,12:07:00,727,"{Kuzmice,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Korlát-Vizsoly}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,2,NULL,over 180 min
Kysak (Sároskõszeg) - Korlát-Vizsoly,Kysak,Korlát-Vizsoly,3,11:37:00,697,"{Kysak,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Korlát-Vizsoly}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,2,NULL,over 180 min
Michalany (Alsómihályi) - Abaújkér,Michalany,Abaújkér,4,12:08:00,728,"{Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Abaújkér}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Lastovce - Korlát-Vizsoly,Lastovce,Korlát-Vizsoly,5,12:25:00,745,"{Lastovce,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Korlát-Vizsoly}",Michalany,Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,2,NULL,over 180 min
